character,frequency,onyomi,kunyomi,jlpt,meaning,keyword,story1,story2
骨,936,コツ,ほね,2,bone; remains; frame,skeleton,Your body meat is attached to the bone joints of your skeleton.,The top box 口 is the skull and the brain 田 has shriveled to the size of marble (but following kanji convention it is depicted as a square) and rolled into the bottom right hand corner. With all the hair and flesh gone the crown has slipped down to the shoulders like a necklace. 月 represents the rest of the body of the skeleton. [Idea for position of crown thanks to n1williams].
狛,2196,ハク,こま,,archaic part of Korea; lion-dog shrine guards,a-un,From the pack of wild dogs only white ones are chosen to be a-un (to guard the temple).,"Statues of a-un dogs always have pigeons hovering around, so they end up all covered in white stuff."
込,675,,-こ.む こ.む こ.み -こ.み こ.める,2,mixture; in bulk; included; (kokuji),crowded,During a traffic jam it is impossible to get your car to enter the roadway as it is crowded with cars. Think of a grid lock so bad cars are litterally scraping up against each other like people on a Japanese train during rush hour.,Everybody tries to enter the road during rush hour. That's why it's so crowded.
此,2078,シ,これ この ここ,,this; current; next; coming; last; past,this here,"I'm not going to use 'this here' as a primitive because it's too vague. But 'stop and sit down', usually tied to a tour guide explaining scenery works for me.//Stop and sit down to have a look at this here.","A wildlife explorer, let's call him Steve Irwin, the sadly passed away wildlife expert, is tracking down an animal in a forest. He finds a footprint, and gets out a spoon to taste it. He scrapes the spoon over the floor and tries it. ""Now, this here is a crocodile footprint"" he announces."
頃,2015,ケイ キョウ,ころ ごろ しばら.く,,time; about; toward,about that time,"An alarm clock with a unique design: You set it for, say, 7:00 am, and at about that time the clock reaches out with a spoon and hits you on the head.",After spooning for hours it's about that time he got some head. Dayum woman.
今,49,コン キン,いま,4,,now,My MEETING is at 7- but that's NOW!,(re: ruuku35) The meeting is not at quarter to seven but now!
困,843,コン,こま.る,2,become distressed; annoyed,quandary,"I'm supposed to make an enclosure for my tree, but if I use its wood for the enclosure, there won't be anything left to be pent-in. What a quandary!","Trees need space to grow. If you pent in a tree, it will be in quite a quandary!"
坤,,コン,つち ひつじさる,,divination sign; land; earth,autochthonous,"While ""autochthonous"" can mean ""indigenous"" in ENGLISH, that is NOT one of the potential meanings of this character (thus, the majority of these stories will not help you with meaning). Rather, the kanji is ""autochthonous"" in the sense of being Earthly, mystic, and portentous (the ancient, primitive, sacred power of DIRT and SOIL). A vague, poorly-chosen keyword all around. Mantixen's story does the best job of conveying accurate meaning--> ""A monkey likes the earthy/autochthonous feel of soil"".",A monkey likes the earthy feel of soil.
墾,,コン,は.る ひら.く,1,ground-breaking; open up farmland,groundbreaking,"It was the groundbreaking of the new farm, but there was an uninvited guest to the ceremony. It was a famous skunk, the one with the familiar silver stripe. The feet of the crowd rushing from the ceremony site churned up the soil very nicely. The ceremony was ruined but the groundbreaking was a great success.","I got sprayed by a skunk, so no one is helping me with the groundbreaking of my farm. On a positive note, I found silver laying all over the soil. Mine all mine!"
婚,767,コン,,2,,marriage,Marriage is the day in this woman's life where she gets a new family name.,Tip: Heisig later introduces the kanji 昏 昏 (#2526). Story: Never enter into marriage with a woman at dusk (wait until you see them in daylight). Note: This is an ancient proverb . . . (probably).
恨,1877,コン,うら.む うら.めしい,1,regret; bear a grudge; malice; hatred,resentment,The athlete's state of mind is nothing but resentment after getting the silver medal.,Data's greatest resentment is getting a silver medal in Science Olympiad. (Image: Data fuming on the podium muttering about being half robot).
懇,1135,コン,ねんご.ろ,1,kind; courteous; hospitable; cordial,sociable,"The skunk here is Pepe LePew of Looney Tunes fame. He's a very sociable skunk, as far as skunks go, but instead of having a ""heart of gold"" he has a heart of silver (since he always finishes second in the game of love).","The skunk here is Pepe LePew of Looney Tunes fame. He's a very sociable skunk, as far as skunks go, but instead of having a ""heart of gold"" he has a heart of silver."
昏,,コン,くら.い くれ,,dark; evening,dusk,At dusk every day I go out in one of those airplanes that leaves a vapour trail and write my family name just above the setting sun. (I have to wait until dusk so that the sun is low enough in the sky).,The WOMAN abandoned her 婚 (#1972) as soon as dusk came.
昆,1688,コン,,1,elder brother; insect,descendants,Grandparent spends all DAY COMPARING photos of their DESCENDANTS.,"Japanese people have compared themselves as being descendants of the sun. (Amaterasu, the sun godesss). Sun, comparing = descendants."
根,620,コン,ね -ね,2,radical; head (pimple),root,"Since trees eat through their roots, one could imagine roots as tree silverware.",The roots of the magical tree are silver.
梱,,コン,こう.る こうり こり しきみ,,pack; tie up,bale,"How do make a bale? Simple. You take a tree, like the one on the left, and you pent it up like the one on the right. Just like that.",You would be in a quandary if you had to bale trees.
混,824,コン,ま.じる -ま.じり ま.ざる ま.ぜる こ.む,2,blend; confuse,mix,"People have to mix their fluids (have sex), in order to create descendants.",Mixed kids are watered down descendants. But often the most attractive!
痕,1958,コン,あと,,mark; foot print,scar,"I suffer from silver-sickness, that is, if anything made of silver even touches my skin it leaves a scar.",Caveman has a scar because he was shot with a silver bullet when he was mistaken for a werewolf.
紺,1825,コン,,1,dark blue; navy,navy blue,"Thanks raulir - As many Japanese perverts know, navy blue threads conceal school girl sweetness underneath.","Much like Violet Beauregarde from Charlie and the Chocolate Factory, Spiderman failed to heed Willy Wonka's warnings, and upon chewing on the 3 course meal chewing gum turned a very navy shade of navy blue."
艮,,コン ゴン,うしとら,,northeast (Oriental zodiac); stopping; good radical (no. 138),,,
魂,1748,コン,たましい たま,1,spirit,soul,"When we die, our soul rises up in a ghostlike rising cloud of mist up to heaven (we hope) (Adapted from darg_sama,28-10-2005).","When you die, your SOUL either goes to the RISING CLOUDS (heaven) or to the ONI (hell, the devil)."
些,,サ シャ,ち.と ち.っと いささか,,a little bit; sometimes,whit,Those two tourists from my tour group don't have a whit of common sense. They never stop and sit down when the tour guide tells them to!,Two-year-olds don't have a whit of interest to stop and sit down. They'd likely explode with all that energy.
佐,474,サ,,1,help,assistant,"Mr T's assistant is on his left. Why? Because Mr T has this bad habit of suddenly extending his right arm (what with all the boxing that he did), and his assistant got inadvertently punched in the face more than once (ouch). So now his assistant is always to his left side, much safer - ""Stay on my left, foo!""","On your right is your ""right-hand man"" that you credit for all your success....on the left...... is your assistant who does all the grunt work and gets no credit for anything..."
叉,,サ シャ サイ,また,,fork in road; crotch,forked,"Think of this as ""tuning fork"" (音叉). Then, touching a vibrating tuning fork against a crotch causes it to drip drops.","You are looking for a bathroom, but the path in front is forked and you don't know which way to go. Suddenly a drop begins to appear on your crotch over your pants..."
唆,1278,サ,そそ.る そそのか.す,1,seduce; instigate; promote,tempt,I named the right part legal prostitute has it represents a walker [walking legs] with the license. It's easy to imagine a legal prostitute tempting a man with her mouth.,Prostitutes in Amsterdam have a license to show off their walking legs and tempt customers with their mouths.
嵯,2191,サ シ,,1,steep; craggy; rugged,,,
左,630,サ シャ,ひだり,4,,left,"The LEFT side of my brain posesses the faculties needed for logical crafts, like engineering.","The left side of my brain, is for crafts."
